id;x;y
2;-23.173066;106.511864
2;-21.068816;107.053374
2;-18.614665;107.654856
2;-16.243773;106.031591
2;-15.953500;103.167671
2;-17.774329;101.031734
2;-18.967665;98.910486
2;-21.047999;98.329693
2;-23.047210;98.385880
2;-24.669591;99.555443
2;-26.362501;100.865176
2;-27.721836;102.525294
2;-29.548158;104.142279
2;-31.540944;104.809691
2;-33.974247;105.624593
2;-36.345087;107.389525
2;-38.483726;109.525764
2;-41.364169;110.205423
2;-43.701066;108.331974
2;-46.701578;108.816330
2;-49.191340;107.318279
2;-51.777005;108.423505
2;-52.536089;110.867484
2;-55.425849;111.852422
2;-58.753005;112.270006
2;-61.308899;114.831045
2;-63.831969;117.126843
2;-63.583473;120.385248
2;-62.862518;124.066331
2;-60.911600;127.274773
2;-58.458437;129.791829
2;-57.325129;133.467880
2;-53.763118;134.561086
2;-49.793339;133.906423
2;-47.976130;130.224349
2;-46.988500;126.071899
2;-46.718615;121.815088
2;-46.041411;117.754946
2;-48.667280;113.991300
2;-53.065180;113.792310
2;-57.408096;112.156431
2;-61.682039;111.317845
2;-65.593932;109.095101
2;-66.789405;105.100393
2;-70.586052;102.783485
2;-73.001557;98.616264
2;-75.125042;94.089586
2;-73.294098;89.738269
2;-72.857847;84.945159
2;-69.220510;82.167395
2;-65.439369;79.734102
2;-60.849471;80.105237
2;-56.858143;77.569992
2;-52.846194;74.899081
2;-48.064644;73.987828
2;-44.900663;70.630322
2;-43.636857;66.599816
2;-41.645150;63.441060
2;-41.866853;59.918607
2;-43.352140;57.169471
2;-45.618458;55.458526
2;-47.683581;53.551369
2;-47.206079;50.431540
2;-48.219190;47.923398
2;-50.705283;46.533299
2;-53.918837;46.711364
2;-57.270918;45.852984
2;-60.177727;48.236570
2;-63.532900;49.192518
2;-64.600483;52.077591
2;-66.093465;54.602630
2;-65.276983;56.950322
2;-64.226101;58.686115
2;-62.221751;59.587113
2;-59.753383;60.316275
2;-57.083328;59.962004
2;-55.077527;61.928121
2;-52.370156;62.447418
2;-49.696356;62.658162
2;-47.029386;63.007165
2;-45.116055;61.857553
2;-42.950744;61.585256
2;-40.713817;62.608745
2;-40.156704;65.007635
2;-39.555113;67.221976
2;-40.662144;69.511350
2;-42.902965;70.520179
2;-45.304890;70.499835
2;-46.482644;72.116280
2;-46.079254;74.523161
2;-44.610811;76.671708
2;-42.922290;78.238203
2;-41.201290;80.356336
2;-40.338586;83.381610
2;-39.512453;86.418335
2;-36.787113;87.304892
2;-34.270002;88.493766
2;-32.060104;90.752952
2;-32.332868;94.244961
2;-34.903517;97.235782
2;-36.306447;100.524175
2;-39.287359;101.901335
2;-41.940667;104.298761
2;-45.557575;104.751466
2;-48.566952;107.353474
2;-52.752254;107.799209
2;-55.108836;110.718930
2;-55.553287;114.379228
2;-57.714767;117.825247
2;-61.529718;119.767282
2;-63.703779;123.257036
2;-65.299708;127.182955
2;-68.206327;130.844135
2;-72.686214;131.703595
2;-75.674662;134.990522
2;-78.653499;138.656999
2;-82.580154;140.821095
2;-85.215253;145.027943
2;-89.635051;147.365761
2;-94.170835;146.487452
2;-98.059656;148.910212
2;-100.692560;152.704269
2;-99.693326;156.880230
2;-98.228334;160.594501
2;-94.373372;162.089103
2;-90.413047;160.288872
2;-86.387160;160.288866
2;-83.880002;163.918247
2;-81.121355;167.554246
2;-79.018351;171.134077
2;-77.172840;174.493532
2;-77.816741;178.382513
2;-81.241195;179.948855
2;-85.396027;179.005296
2;-88.829911;176.167427
2;-88.719432;171.338643
2;-87.219147;166.569036
2;-84.822706;162.673660
2;-85.347895;158.278212
2;-82.907709;154.121684
2;-80.765846;149.774139
2;-80.866431;144.939367
2;-81.562641;140.252336
2;-79.028095;136.836426
2;-77.610512;133.329435
2;-78.354188;130.033765
2;-80.116568;126.643526
2;-83.929628;125.278711
2;-85.632839;121.880403
2;-88.898295;119.231836
2;-91.352572;115.256811
2;-94.696598;111.990330
2;-94.215211;107.504060
2;-93.395523;102.870648
2;-94.771535;98.850786
2;-95.777521;94.267881
2;-100.013202;92.607372
2;-104.286398;93.113663
2;-107.901772;94.762880
2;-108.877528;98.307447
2;-109.725898;101.470014
2;-112.300976;102.677299
2;-114.526618;103.922176
2;-116.005481;105.894036
2;-116.157967;108.177284
2;-114.826755;109.760631
2;-113.926646;111.831310
2;-114.637295;113.774845
2;-115.721143;115.455700
2;-116.168261;117.428845
2;-118.118712;118.916377
2;-120.821012;118.206117
2;-123.051063;117.657406
2;-125.463930;118.944047
2;-127.663482;120.088493
2;-129.487912;122.021329
2;-131.867662;122.661142
2;-133.772969;122.053026
2;-135.460035;120.978872
2;-137.604355;121.494756
2;-139.998970;120.458163
2;-142.433239;120.956382
2;-144.140675;122.086455
2;-146.399438;121.992210
2;-148.213211;123.025223
2;-150.046643;122.226145
2;-151.977028;122.749229
2;-153.189972;124.577739
2;-155.048235;125.317241
2;-157.014215;125.684559
2;-158.659542;126.945292
2;-159.611939;128.703967
2;-158.544057;130.826400
2;-157.132195;132.242960
3;-43.213014;110.341957
3;-44.162434;106.815120
3;-42.118702;103.323997
3;-42.323774;99.658803
3;-42.882513;96.485220
3;-43.591682;93.825885
3;-45.468872;91.613565
3;-47.003195;88.945626
3;-48.026377;86.553623
3;-49.308328;84.571083
3;-49.708521;82.464329
3;-51.307401;81.126302
3;-51.963833;79.100470
3;-53.491768;77.809960
3;-53.485112;75.809971
3;-52.640531;73.482476
3;-50.158404;72.024153
3;-49.545944;69.336223
3;-48.576207;66.592307
3;-49.154500;63.881505
3;-49.874823;61.301867
3;-51.430351;59.412196
3;-51.352542;57.008214
3;-52.324310;54.714046
3;-53.395234;52.713140
3;-55.167254;51.785807
3;-57.063692;52.463937
3;-58.692541;53.624477
3;-60.882846;53.900963
3;-63.205386;53.301005
3;-65.094783;52.038511
3;-66.662193;50.622626
3;-68.284189;49.452527
3;-70.272037;49.232391
3;-72.520141;50.259448
3;-75.161575;50.598300
3;-78.003281;51.107801
3;-79.504743;53.686167
3;-79.313914;56.235280
3;-77.619785;57.651494
3;-76.230450;59.090156
3;-76.502098;61.071622
3;-76.974536;63.201465
3;-76.374419;65.513647
3;-77.533889;68.079339
3;-78.676063;70.898596
3;-81.272144;73.069177
3;-84.785772;72.604158
3;-88.429476;73.104771
3;-91.175020;75.630772
3;-94.452550;76.617530
3;-97.400303;74.368435
3;-100.400441;71.634814
3;-103.151375;69.238094
3;-104.273483;65.319089
3;-105.735794;61.529885
3;-108.944222;59.532112
3;-109.705709;56.266533
3;-112.531797;54.213043
3;-115.812717;55.133132
3;-118.874661;54.550599
3;-122.107900;54.075297
3;-124.847215;52.750686
3;-128.167200;51.645145
3;-130.762672;53.283570
3;-133.248295;52.358391
3;-134.631808;50.047970
3;-136.643938;48.808948
3;-137.220737;46.319913
3;-139.354012;45.229763
3;-142.109765;45.080335
3;-144.534983;46.847711
3;-147.726330;46.678163
3;-151.060195;47.454221
3;-153.183831;50.422452
3;-154.722035;53.525647
3;-153.837723;57.263176
3;-155.346708;61.205066
3;-155.819860;65.873620
3;-154.035385;69.892682
3;-156.352873;74.010623
3;-158.616200;78.383715
3;-162.906618;80.329756
3;-164.523208;85.061208
3;-168.472981;87.637926
3;-171.386541;91.701319
3;-173.609156;95.932352
3;-172.069693;100.498567
3;-170.805058;105.335994
3;-167.239130;108.840871
3;-165.799898;113.629254
3;-168.554776;117.612494
3;-173.353651;119.016344
3;-175.113208;123.207466
3;-175.146036;127.995588
3;-172.122360;131.729969
3;-168.997417;135.633137
3;-164.002202;135.851842
3;-160.648253;132.172083
3;-157.699579;128.134098
3;-158.679966;123.671981
3;-162.710740;121.440285
3;-166.698342;119.855135
3;-170.365917;117.631729
3;-174.590434;116.368258
3;-178.770076;118.110298
3;-182.985761;117.244587
3;-186.701512;118.604375
3;-190.120881;120.017125
3;-190.880455;123.126152
3;-189.546973;125.993237
3;-190.063066;129.294660
3;-191.834718;132.219634
3;-190.659768;135.314763
3;-188.774417;137.962092
3;-185.508306;138.693778
3;-183.478889;141.003695
3;-181.254579;142.768051
3;-178.059657;143.488186
3;-175.692606;145.198625
3;-173.718535;147.440899
3;-171.757204;149.038196
3;-169.755080;149.395344
3;-168.042562;147.951765
3;-166.084990;148.505855
3;-163.650826;149.100317
3;-161.251415;150.426237
3;-160.318522;152.967503
3;-161.033190;155.237255
3;-162.756932;156.251511
3;-164.502261;157.551044
3;-166.268283;159.097730
3;-166.474073;161.717229
3;-168.403653;163.512719
3;-169.197229;166.471398
3;-171.666816;167.822848
3;-172.153162;170.438725
3;-172.189565;173.314086
3;-172.086435;176.423291
3;-171.474277;179.473959
3;-173.120957;181.863489
3;-175.961424;183.030225
3;-178.144985;185.722553
3;-181.979054;186.357650
3;-185.869889;186.467988
3;-188.954761;184.799177
3;-191.643484;183.100145
3;-194.332776;183.904460
3;-197.111391;184.789035
3;-200.087338;183.954187
3;-203.118173;185.847353
3;-206.524093;187.304999
3;-210.186133;188.510551
3;-213.760277;186.918374
3;-217.172033;185.102823
3;-221.006305;186.424635
3;-222.715927;190.027199
3;-220.812730;193.112929
3;-217.811645;194.567837
3;-215.030238;196.437507
3;-211.926556;198.406123
3;-208.113842;199.821118
3;-204.252269;201.738583
3;-199.817022;201.745981
3;-195.639988;204.255371
3;-191.951650;206.865447
3;-187.154808;205.454665
3;-182.443559;206.388049
3;-179.091707;209.148416
3;-177.297421;213.183027
3;-179.281686;217.184494
3;-181.749854;220.721259
3;-184.286275;223.635724
3;-188.045717;223.214110
3;-191.507426;225.642642
3;-192.257885;229.337431
3;-194.361132;232.088536
3;-196.680343;234.719128
3;-195.774350;238.070314
3;-198.027283;240.568426
3;-200.865851;242.917103
3;-204.208760;242.412889
3;-207.267522;241.161439
3;-210.272522;241.027662
3;-213.086230;241.499097
3;-215.433031;241.133155
3;-217.346152;240.410238
3;-218.919551;238.923470
3;-220.804285;238.254308
3;-223.044233;237.989649
3;-224.242883;236.388637
3;-223.982998;234.405594
3;-224.194678;232.416828
3;-224.766181;230.005215
3;-225.835011;227.532001
3;-225.738499;224.425677
3;-227.955134;222.274991
3;-230.112142;220.259427
3;-231.977121;218.257522
3;-233.664371;216.487083
4;-30.437656;113.882414
4;-35.124501;112.449178
4;-39.941949;113.787904
4;-41.477737;118.546198
4;-42.337021;123.220861
4;-40.285252;127.780493
4;-42.872892;132.058824
4;-46.012933;135.507239
4;-48.056455;139.145441
4;-51.734049;139.685168
4;-54.401438;137.189084
4;-54.739748;133.264196
4;-57.648777;131.122124
4;-61.360527;131.231079
4;-65.218517;132.063300
4;-68.351895;129.617960
4;-72.319045;130.100052
4;-75.971900;130.211583
4;-79.541268;129.320306
4;-82.604299;127.466252
4;-85.046528;124.990868
4;-88.749192;124.430932
4;-92.326041;123.871473
4;-95.918293;125.132036
4;-99.765223;125.469988
4;-103.746683;126.977345
4;-106.198245;130.624830
4;-106.007939;135.013304
4;-105.148081;139.746821
4;-103.451729;144.450266
4;-100.896115;148.747804
4;-99.049473;153.212125
4;-100.668816;157.942636
4;-98.267909;162.328482
4;-94.033873;164.987981
4;-92.939547;169.866757
4;-92.871928;174.866299
4;-93.175851;179.421239
4;-94.398301;183.433394
4;-97.396223;186.168180
4;-97.579723;189.769947
4;-97.883433;193.548223
4;-100.565385;196.327247
4;-104.351024;197.027399
4;-107.375304;194.628651
4;-111.400256;194.757445
4;-114.377788;192.251733
4;-118.108374;191.961606
4;-121.788132;192.468252
4;-125.489430;193.465933
4;-128.743927;194.991521
4;-132.023958;193.732520
4;-135.288457;191.433196
4;-136.975164;188.279795
4;-136.373683;184.573439
4;-138.752659;181.868443
4;-142.449149;181.507012
4;-145.523112;178.988953
4;-145.511030;175.106698
4;-142.751566;172.863736
4;-139.273074;172.314774
4;-136.659455;175.037790
4;-132.439348;174.554932
4;-128.677142;174.452038
4;-125.515113;175.387461
4;-122.804391;177.325715
4;-119.575490;177.865650
4;-116.549915;180.035816
4;-113.371861;179.460399
4;-110.603355;177.553959
4;-107.336927;177.423287
4;-105.187195;179.688887
4;-103.149566;182.339922
4;-100.905153;184.367440
4;-101.381689;187.620204
4;-99.801704;190.005524
4;-100.057369;193.096149
4;-101.873895;195.080108
4;-104.550370;196.382854
4;-106.930904;197.888299
4;-109.595502;197.575029
4;-112.036091;198.166644
4;-114.464403;196.497653
4;-115.646840;193.293642
4;-118.413087;192.127110
4;-119.769459;189.384999
4;-120.405091;186.000742
4;-123.415064;183.522011
4;-126.811493;182.267183
4;-130.188321;182.340436
4;-133.075037;183.142495
4;-135.552790;183.633023
4;-138.387134;184.525949
4;-141.472664;184.778197
4;-144.740244;183.444706
4;-148.587524;183.216811
4;-152.174320;185.517936
4;-156.324787;185.915563
4;-159.445500;183.408657
4;-163.808976;183.378141
4;-166.391919;186.554921
4;-167.965236;190.720773
4;-167.539290;195.046148
4;-166.811914;198.948461
4;-166.597282;202.646479
4;-166.477379;206.051375
4;-165.369277;209.744030
4;-161.389383;211.397110
4;-157.775796;213.833760
4;-157.164542;218.614955
4;-159.009352;223.079862
4;-162.814235;226.323759
4;-167.740621;225.468935
4;-172.132447;223.117369
4;-176.485902;221.450604
4;-180.824729;218.965733
4;-185.473579;220.075403
4;-187.970240;223.832874
4;-189.440331;227.815287
4;-192.689814;229.762005
4;-196.082942;231.216673
4;-197.683814;234.693780
4;-196.821964;237.993731
4;-193.448670;239.944741
4;-192.333401;243.597810
4;-188.615156;244.787041
4;-184.335658;245.120876
4;-180.496388;244.149581
4;-178.923155;240.412883
4;-176.488564;236.993332
4;-174.707708;233.493933
4;-176.400487;230.294112
4;-178.479266;227.228552
4;-182.246990;225.754058
4;-185.275612;223.161724
4;-188.523570;221.716693
4;-192.248947;222.057571
4;-195.846605;221.828886
4;-198.251759;219.266482
4;-198.583760;215.406499
4;-201.048179;212.513319
4;-204.005746;209.911123
4;-206.058167;206.541852
4;-205.754203;202.167282
4;-202.653878;199.626666
4;-200.562813;196.001058
4;-198.551044;192.070601
4;-195.962029;188.418834
4;-194.582741;184.528170
4;-196.685451;181.050834
4;-200.017734;178.353140
4;-199.992727;174.088976
4;-201.998993;169.913785
4;-203.362118;165.591143
4;-202.187220;161.608886
4;-204.029637;158.085851
4;-205.856710;154.323066
4;-207.046498;150.809011
4;-210.835601;149.610212
4;-214.890457;150.403924
4;-216.917771;153.929710
4;-220.957081;154.628521
4;-222.919162;158.003791
4;-227.124372;158.635240
4;-230.455793;156.006877
4;-232.411090;151.785678
4;-236.874211;149.568753
4;-241.662122;148.127950
4;-246.040507;146.193496
4;-250.842500;144.800346
4;-255.373493;145.453084
4;-259.599825;144.369301
4;-264.123672;142.711190
4;-267.445055;139.569632
4;-271.634619;140.071239
4;-275.711176;141.641402
4;-277.196739;145.697195
4;-279.492650;149.331764
4;-277.658577;153.747522
4;-275.701462;158.128490
4;-277.091447;162.851592
4;-279.149202;167.322166
4;-283.355904;169.881306
4;-286.459199;173.801708
4;-290.609164;176.590578
4;-295.481882;176.516066
4;-300.481879;176.520880
4;-303.601993;172.613849
4;-305.567941;168.016562
4;-304.791759;163.198036
4;-305.889285;158.319980
4;-305.287142;153.531277
4;-308.300727;150.035709
4;-309.674709;145.852194
4;-310.364497;141.500492
4;-310.758278;136.985363
4;-308.215214;132.687852
4;-304.234111;129.662820
4;-299.288042;128.930429
4;-294.821407;126.683392
5;-45.322557;123.339655
5;-43.488645;121.404657
5;-41.281123;119.930670
5;-38.794385;118.399567
5;-37.750455;115.891014
5;-35.992327;114.411468
5;-35.574173;112.211709
5;-36.257550;109.683348
5;-37.834313;107.700538
5;-39.138867;105.379985
5;-41.433507;103.842622
5;-43.968144;103.594787
5;-45.908492;104.963106
5;-47.848869;104.333712
5;-50.230197;105.095235
5;-51.487970;106.681533
5;-53.583900;107.426177
5;-55.549386;107.796125
5;-57.525378;108.105084
5;-58.991207;106.546216
5;-59.289400;104.568571
5;-57.769839;102.749196
5;-56.583771;101.138841
5;-55.543208;98.886084
5;-54.140706;96.468204
5;-52.682921;93.770880
5;-53.527455;91.316975
5;-55.154258;89.826107
5;-56.585633;87.570387
5;-57.840216;84.858315
5;-57.248683;81.791285
5;-54.231362;79.920471
5;-53.445611;76.125926
5;-55.922572;73.328951
5;-56.422314;69.579657
5;-58.707209;67.152290
5;-61.759398;66.194056
5;-65.253435;66.164724
5;-68.886432;66.182072
5;-71.272075;63.332271
5;-75.412513;62.928513
5;-79.816514;63.870578
5;-83.523155;65.633362
5;-87.176221;63.739473
5;-90.680323;65.640019
5;-91.948236;69.796991
5;-95.577710;72.147975
5;-98.947384;74.881688
5;-98.622897;79.509915
5;-97.469737;84.078845
5;-99.210382;88.766078
5;-98.024383;93.162892
5;-98.663989;97.623652
5;-98.068820;101.921062
5;-101.381129;105.339432
5;-106.048677;105.358161
5;-109.055720;108.703044
5;-112.989286;110.938813
5;-117.492439;108.963004
5;-120.474924;104.949927
5;-121.644116;100.088550
5;-118.374815;96.305473
5;-118.964142;91.467520
5;-121.858706;87.875231
5;-122.116535;83.405707
5;-122.752276;79.419027
5;-125.313984;75.903052
5;-128.878875;74.288124
5;-130.647242;71.269229
5;-133.525589;69.943589
5;-135.252362;66.918094
5;-134.159539;63.516363
5;-131.195757;62.501320
5;-128.797590;60.376975
5;-125.555173;58.982762
5;-124.066747;55.252809
5;-122.757255;51.370842
5;-123.563673;47.198914
5;-123.950386;43.438463
5;-121.652239;40.609242
5;-119.862885;37.480430
5;-117.834032;34.341840
5;-113.998623;32.634017
5;-111.720119;29.111559
5;-107.946216;27.052381
5;-103.921890;29.186113
5;-99.891319;30.606417
5;-95.695173;30.506063
5;-91.641892;30.229898
5;-88.116073;28.128057
5;-85.892086;25.122230
5;-84.983896;21.871084
5;-83.357888;18.709965
5;-81.080282;15.358639
5;-77.915470;12.750940
5;-74.033089;10.839215
5;-69.751672;9.757159
5;-65.680812;11.048678
5;-61.317466;10.723780
5;-58.859681;7.415850
5;-60.165616;3.668078
5;-63.571868;2.400596
5;-66.979679;2.220174
5;-69.865705;0.233340
5;-73.483312;0.515061
5;-77.213509;-0.989834
5;-80.362683;-3.488601
5;-84.392145;-3.517459
5;-86.703376;-6.989592
5;-90.880834;-8.497743
5;-92.325341;-12.293289
5;-91.724815;-16.724004
5;-94.316081;-20.683156
5;-98.967111;-22.518345
5;-103.538108;-23.397345
5;-106.182297;-26.602553
5;-106.982606;-30.333953
5;-105.721906;-34.023692
5;-101.924025;-35.276456
5;-98.247646;-36.513563
5;-94.578380;-35.918023
5;-92.024875;-33.498443
5;-89.002740;-32.791461
5;-86.360067;-34.297917
5;-83.652410;-33.847113
5;-81.239281;-34.860711
5;-78.365662;-35.585010
5;-75.694854;-34.016732
5;-72.389879;-33.814300
5;-69.605078;-33.364601
5;-67.434100;-31.253184
5;-66.057467;-28.908367
5;-63.375962;-27.241019
5;-60.667532;-26.071636
5;-60.117407;-23.100871
5;-61.854348;-20.521754
5;-63.528452;-17.717817
5;-64.254345;-14.733602
5;-62.930806;-11.657924
5;-60.450223;-9.995186
5;-57.468672;-8.962843
5;-54.606995;-8.977914
5;-52.184967;-9.299974
5;-49.509756;-9.956375
5;-48.494436;-12.460220
5;-49.605612;-14.678306
5;-49.078702;-16.637269
5;-47.289322;-17.989580
5;-46.072268;-19.576647
5;-44.871138;-21.669708
5;-42.055161;-22.029505
5;-39.789253;-22.635247
5;-37.736230;-23.932608
5;-36.218548;-25.666945
5;-36.680751;-27.649434
5;-35.106014;-29.280005
5;-33.113170;-29.449042
5;-32.088154;-31.217806
5;-30.998613;-32.894976
5;-30.663973;-34.866781
5;-28.873179;-35.757318
5;-27.616084;-37.312861
5;-25.180027;-37.209653
5;-23.120051;-38.888808
5;-20.999828;-41.077908
5;-17.877987;-42.247289
5;-14.444741;-41.638336
5;-10.664628;-41.263387
5;-7.786575;-43.719001
5;-4.140362;-43.478339
5;-1.288090;-41.675220
5;2.389536;-41.833921
5;6.190586;-40.775538
5;10.606571;-40.562732
5;14.073425;-37.422144
5;18.553904;-36.590919
5;22.460263;-34.511849
5;23.952064;-30.604375
5;23.305119;-26.679584
5;22.654900;-22.936848
5;22.061003;-18.806345
5;22.794695;-14.572273
5;26.492246;-12.445144
5;30.404680;-10.696300
5;34.377958;-11.642945
5;37.516457;-14.000205
5;41.302802;-14.101261
5;44.207160;-11.090506
5;44.086158;-6.987441
5;40.508264;-4.803197
5;36.694336;-4.671836
5;32.789933;-4.651155
5;29.504689;-7.207524
5;25.282609;-8.746333
5;21.530783;-10.995669
5;20.000582;-14.601748
5;18.031234;-18.087196
5;19.630261;-21.907520
5;22.523723;-25.282715
5;26.663201;-24.945113
6;-39.411623;104.140669
6;-41.716371;108.212186
6;-44.494645;111.476083
6;-46.724090;115.171743
6;-49.666812;118.100057
6;-53.560004;119.352221
6;-57.619370;119.980119
6;-60.499060;116.850366
6;-64.130039;114.070621
6;-65.449599;109.300657
6;-64.699282;104.860004
6;-61.828537;101.005887
6;-58.523833;97.253697
6;-53.909253;97.561344
6;-49.934464;95.392343
6;-45.744997;97.620970
6;-42.712407;100.946948
6;-41.332706;105.335138
6;-38.505342;109.458972
6;-35.108364;112.784266
6;-33.403646;117.484684
6;-36.297380;121.446527
6;-38.091830;125.959462
6;-35.887216;130.447187
6;-36.303736;135.327819
6;-34.602659;140.029556
6;-32.756426;144.340383
6;-33.049516;148.855228
6;-31.913616;152.912683
6;-31.718071;157.466170
6;-35.621118;160.499148
6;-36.963627;165.315544
6;-38.074554;170.190566
6;-41.263144;173.916643
6;-45.659386;176.298460
6;-50.279520;176.719422
6;-53.475398;179.441642
6;-56.365927;183.049421
6;-60.049515;185.211430
6;-63.876688;186.124927
6;-65.377269;189.491979
6;-63.580620;193.227383
6;-60.698915;196.224782
6;-60.367331;200.530002
6;-60.798043;204.930811
6;-62.799480;208.438904
6;-64.591518;211.725481
6;-65.016730;214.977804
6;-65.907214;218.510326
6;-65.842965;222.199506
6;-64.042280;225.791305
6;-62.830119;229.227314
6;-63.544220;232.562618
6;-65.711916;234.765127
6;-65.268562;237.932545
6;-65.907210;241.128938
6;-68.479414;243.785760
6;-71.209033;246.638653
6;-74.647600;247.242161
6;-77.644202;247.463290
6;-79.676391;249.766464
6;-81.693989;251.460265
6;-82.892748;253.789723
6;-84.353807;255.380067
6;-83.890584;257.325684
6;-82.711256;258.940981
6;-80.716745;259.089064
6;-78.455123;258.806273
6;-76.436051;258.650802
